Estacion,Tipo dia,Descripcio_causa_mediata,Descripcio_torn,Descripcio_tipus_accident,Tipo_vehiculo,Genero,Edad
Otono,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Otono,Laborable,Altres,Tarda,Colision frontal,Altres vehicles amb o sense motor,Home,[34;50]
Invierno,Laborable,No respectat pas de vianants,Mati,Colision fronto-lateral,Bicicleta,Home,[18;33]
Verano,Laborable,No cedir la dreta,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Turisme,Home,[18;33]
Otono,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Otono,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Altres,Nit,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Turisme,Home,[34;50]
Otono,Laborable,Altres,Mati,Atropellament,Bicicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Atropellament,Bicicleta,Home,[18;33]
Verano,Laborable,No respectar distancies,Mati,Abast multiple,Turisme,Home,[34;50]
Otono,Laborable,Manca precaucio efectuar marxa enrera,Mati,Altres,Motocicleta,Dona,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Dona,[34;50]
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[51;70]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Home,[34;50]
Verano,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Turisme,Home,[18;33]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Verano,Laborable,No respectar distancies,Tarda,Abast,Turisme,Dona,[51;70]
Invierno,No laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[18;33]
Otono,No laborable,Desobeir samoforo,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[18;33]
Otono,Laborable,No cedir la dreta,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,Menor
Primavera,No laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Dona,[34;50]
Verano,No laborable,Manca precaucio incorporacio circulacio,Tarda,Abast,Turisme,Dona,[18;33]
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Turisme,Home,[51;70]
Verano,Laborable,No respectar distancies,Tarda,Abast,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Primavera,Laborable,No respectar distancies,Tarda,Abast multiple,Motocicleta,Home,[34;50]
Verano,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Verano,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Nit,Colision lateral,Bicicleta,Home,[18;33]
Primavera,Laborable,Altres,Mati,Altres,Bicicleta,Dona,[51;70]
Verano,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33]
Verano,Laborable,Adelantamiento improcedente,Tarda,Colision frontal,Bicicleta,Home,[18;33]
Verano,No laborable,Altres,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33]
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Colision lateral,Motocicleta,Dona,[18;33]
Verano,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Motocicleta,Home,[51;70]
Verano,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Dona,[34;50]
Otono,Laborable,Altres,Tarda,Abast,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Bicicleta,Home,[34;50]
Invierno,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[51;70]
Invierno,Laborable,Manca precaucio efectuar marxa enrera,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33]
Verano,No laborable,Manca d'atencio a la conduccio,Mati,Xoc contra element estatic,Turisme,Home,[51;70]
Verano,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Turisme,Home,[51;70]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Bicicleta,Dona,[34;50]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Xoc contra element estatic,Motocicleta,Home,mas 70
Invierno,No laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Bicicleta,Dona,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[51;70]
Primavera,Laborable,No determinada,Mati,Colision lateral,Motocicleta,Home,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Motocicleta,Home,[51;70]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Dona,[51;70]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,No respectar distancies,Tarda,Persecucion,Motocicleta,Home,[18;33]
Verano,Laborable,Adelantamiento improcedente,Tarda,Abast,Motocicleta,Home,[18;33]
Otono,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[51;70]
Otono,No laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Turisme,Home,[51;70]
Primavera,No laborable,Canvi de carril sense precaucio,Tarda,Abast,Motocicleta,Home,[34;50]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Persecucion,Motocicleta,Home,[34;50]
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Bicicleta,Home,[51;70]
Otono,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Envair calzada contraria,Mati,Colision frontal,Bicicleta,Home,[18;33]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Home,[34;50]
Verano,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,No determinada,Tarda,Atropellament,Bicicleta,Dona,[34;50]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Otono,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Primavera,No laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Altres vehicles amb o sense motor,Home,[34;50]
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33]
Verano,Laborable,No determinada,Tarda,Caiguda (dues rodes),Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Invierno,Laborable,Manca precaucio efectuar marxa enrera,Tarda,Altres,Motocicleta,Home,[34;50]
Primavera,Laborable,Altres,Nit,Xoc contra element estatic,Motocicleta,Home,[18;33]
Invierno,Laborable,Desobeir samoforo,Tarda,Atropellament,Motocicleta,Home,[18;33]
Otono,Laborable,No respectat pas de vianants,Mati,Atropellament,Motocicleta,Dona,[51;70]
Otono,Laborable,Desobeir altres senyals,Mati,Atropellament,Motocicleta,Dona,[51;70]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision lateral,Motocicleta,Dona,[34;50]
Otono,Laborable,Canvi de carril sense precaucio,Mati,Abast,Motocicleta,Home,[51;70]
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Primavera,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Bicicleta,Home,[51;70]
Verano,No laborable,No respectat pas de vianants,Mati,Atropellament,Motocicleta,Home,[18;33]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Turisme,Home,mas 70
Primavera,Laborable,No determinada,Mati,Colision lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[34;50]
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Bicicleta,Home,[34;50]
Invierno,No laborable,No determinada,Tarda,Colision frontal,Bicicleta,Dona,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Colision frontal,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Verano,No laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70]
Verano,Laborable,Manca d'atencio a la conduccio,Nit,Colision fronto-lateral,Turisme,Home,[18;33]
Verano,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Bicicleta,Home,[18;33]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50]
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Invierno,Laborable,No respectar distancies,Mati,Abast,Turisme,Dona,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[18;33]
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Verano,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Nit,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Altres vehicles amb o sense motor,Home,[18;33]
Otono,No laborable,No respectar distancies,Nit,Abast,Motocicleta,Home,[51;70]
Otono,No laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[34;50]
Invierno,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Otono,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Bicicleta,Dona,[18;33]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Turisme,Home,[51;70]
Otono,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[34;50]
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Verano,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Invierno,No laborable,Gir indegut o sense precaucio,Mati,Colision frontal,Bicicleta,Dona,[18;33]
Verano,No laborable,Desobeir samoforo,Nit,Caiguda (dues rodes),Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Nit,Colision lateral,Turisme,Home,[51;70]
Primavera,No laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50]
Otono,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Turisme,Home,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Verano,No laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Motocicleta,Dona,[51;70]
Otono,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,Manca precaucio incorporacio circulacio,Nit,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Invierno,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[18;33]
Primavera,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Verano,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Dona,[34;50]
Verano,Laborable,No determinada,Nit,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Turisme,Dona,[18;33]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70]
Verano,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[34;50]
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[18;33]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Otono,Laborable,Altres,Nit,Abast,Turisme,Home,[34;50]
Verano,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Verano,No laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,mas 70
Otono,Laborable,No determinada,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Motocicleta,Dona,[18;33]
Otono,Laborable,Desobeir samoforo,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Primavera,No laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Bicicleta,Home,[18;33]
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Bicicleta,Home,[18;33]
Primavera,No laborable,Manca precaucio incorporacio circulacio,Nit,Caiguda (dues rodes),Bicicleta,Home,[18;33]
Primavera,No laborable,Manca precaucio efectuar marxa enrera,Mati,Altres,Bicicleta,Home,mas 70
Verano,Laborable,Adelantamiento improcedente,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50]
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Bicicleta,Dona,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Bicicleta,Dona,[34;50]
Verano,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[51;70]
Otono,Laborable,Desobeir samoforo,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[34;50]
Verano,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[18;33]
Invierno,Laborable,Desobeir samoforo,Mati,Colision lateral,Bicicleta,Dona,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Altres,Motocicleta,Home,[34;50]
Verano,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Dona,[34;50]
Verano,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70]
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Primavera,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Dona,[34;50]
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50]
Otono,No laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Dona,[34;50]
Verano,Laborable,Desobeir samoforo,Tarda,Colision lateral,Motocicleta,Dona,[34;50]
Otono,Laborable,Canvi de carril sense precaucio,Nit,Colision fronto-lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Invierno,Laborable,No determinada,Tarda,Altres,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Otono,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Xoc contra element estatic,Turisme,Dona,[34;50]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Abast,Motocicleta,Home,[51;70]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,Laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Verano,No laborable,Desobeir altres senyals,Nit,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Altres vehicles amb o sense motor,Home,[18;33]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision frontal,Bicicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Nit,Colision lateral,Bicicleta,Home,[18;33]
Otono,No laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,No respectar distancies,Mati,Abast,Furgoneta,Dona,[18;33]
Primavera,No laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Bicicleta,Home,Menor
Otono,No laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[34;50]
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
