Estacion,Tipo dia,Descripcio_causa_mediata,Descripcio_torn,Descripcio_tipus_accident,Tipo_vehiculo,Genero,Edad
Otono,No laborable,Manca d'atencio a la conduccio,Nit,Colision lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Primavera,No laborable,Manca d'atencio a la conduccio,Nit,Caiguda (dues rodes),Altres vehicles amb o sense motor,Home,mas 70
Verano,Laborable,Canvi de carril sense precaucio,Mati,Abast,Motocicleta,Home,[18;33]
Primavera,No laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Quadicriclos,Home,[34;50]
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[51;70]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Turisme,Home,[51;70]
Primavera,Laborable,Altres,Mati,Colision lateral,Bicicleta,Dona,[18;33]
Invierno,Laborable,Altres,Nit,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Invierno,Laborable,Manca precaucio incorporacio circulacio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Xoc contra element estatic,Bicicleta,Home,[18;33]
Verano,Laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Primavera,Laborable,Desobeir samoforo,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Primavera,No laborable,Altres,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Primavera,No laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Verano,No laborable,Altres,Mati,Xoc contra element estatic,Turisme,Home,[51;70]
Otono,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Xoc contra element estatic,Motocicleta,Dona,[18;33]
Otono,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Verano,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[51;70]
Verano,No laborable,No respectar distancies,Mati,Abast,Turisme,Dona,[34;50]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[51;70]
Invierno,No laborable,Canvi de carril sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Invierno,No laborable,Altres,Tarda,Altres,Motocicleta,Home,[34;50]
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Bicicleta,Dona,[18;33]
Verano,Laborable,No respectar distancies,Mati,Abast,Turisme,Dona,[34;50]
Verano,No laborable,Manca precaucio efectuar marxa enrera,Tarda,Colision lateral,Turisme,Home,[51;70]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[51;70]
Verano,Laborable,Adelantamiento improcedente,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Bicicleta,Dona,[34;50]
Invierno,No laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70]
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision frontal,Bicicleta,Home,[18;33]
Otono,No laborable,No determinada,Nit,Xoc contra element estatic,Motocicleta,Home,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Home,[34;50]
Primavera,No laborable,Desobeir altres senyals,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[51;70]
Primavera,No laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Invierno,No laborable,Desobeir altres senyals,Mati,Colision lateral,Bicicleta,Home,Menor
Invierno,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[18;33]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Home,[34;50]
Invierno,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Primavera,No laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Primavera,Laborable,No respectar distancies,Mati,Abast,Bicicleta,Dona,[18;33]
Primavera,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Primavera,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[51;70]
Otono,No laborable,Canvi de carril sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Otono,No laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Otono,Laborable,No determinada,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Turisme,Dona,[34;50]
Verano,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Otono,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Bicicleta,Dona,[18;33]
Verano,Laborable,Altres,Tarda,Atropellament,Motocicleta,Home,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Motocicleta,Dona,[34;50]
Invierno,No laborable,Manca d'atencio a la conduccio,Tarda,Colision frontal,Bicicleta,Dona,[18;33]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50]
Primavera,Laborable,Altres,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70]
Otono,Laborable,Altres,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,No determinada,Mati,Colision frontal,Bicicleta,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70]
Otono,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[34;50]
Invierno,No laborable,Desobeir altres senyals,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Verano,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Primavera,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Bicicleta,Dona,[18;33]
Invierno,No laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Dona,[18;33]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70]
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[34;50]
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Bicicleta,Home,[51;70]
Primavera,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,Menor
Otono,No laborable,Altres,Tarda,Colision lateral,Bicicleta,Home,[51;70]
Otono,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Invierno,No laborable,Altres,Mati,Colision frontal,Bicicleta,Dona,[18;33]
Verano,No laborable,No determinada,Nit,Caiguda (dues rodes),Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Otono,No laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Dona,[34;50]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[34;50]
Primavera,Laborable,No respectar distancies,Nit,Abast,Motocicleta,Home,[18;33]
Otono,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50]
Invierno,No laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Altres,Mati,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[51;70]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Otono,No laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Otono,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33]
Verano,Laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[34;50]
Invierno,Laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Invierno,Laborable,Gir indegut o sense precaucio,Nit,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Otono,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Altres,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[34;50]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[51;70]
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Otono,No laborable,No respectar distancies,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Invierno,No laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Otono,Laborable,Altres,Mati,Colision lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33]
Verano,Laborable,Gir indegut o sense precaucio,Mati,Caiguda (dues rodes),Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Otono,No laborable,Altres,Tarda,Colision fronto-lateral,Bicicleta,Dona,[18;33]
Primavera,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Dona,[18;33]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision frontal,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Otono,No laborable,Altres,Tarda,Xoc contra element estatic,Motocicleta,Home,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50]
Invierno,No laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Motocicleta,Home,[34;50]
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Home,[51;70]
Verano,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Dona,[51;70]
Invierno,No laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Verano,No laborable,No determinada,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70]
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Verano,Laborable,No respectar distancies,Tarda,Abast,Bicicleta,Dona,[18;33]
Verano,No laborable,Canvi de carril sense precaucio,Tarda,Xoc contra element estatic,Motocicleta,Home,[51;70]
Primavera,No laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Bicicleta,Home,[34;50]
Primavera,Laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Manca precaucio incorporacio circulacio,Mati,Caiguda (dues rodes),Veh. Mobilidad personal con o sin motor,Dona,[51;70]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Furgoneta,Home,[18;33]
Otono,Laborable,No determinada,Mati,Caiguda (dues rodes),Bicicleta,Home,[34;50]
Primavera,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Turisme,Home,[51;70]
Otono,Laborable,No respectar distancies,Mati,Colision lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Manca precaucio efectuar marxa enrera,Mati,Colision lateral,Furgoneta,Home,mas 70
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Invierno,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Bicicleta,Dona,[34;50]
Verano,No laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[51;70]
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[51;70]
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[51;70]
Primavera,No laborable,Canvi de carril sense precaucio,Nit,Abast,Motocicleta,Home,[18;33]
Primavera,No laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33]
Verano,No laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Verano,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[34;50]
Otono,Laborable,Manca precaucio incorporacio circulacio,Nit,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Primavera,Laborable,Manca precaucio efectuar marxa enrera,Mati,Abast,Motocicleta,Home,[34;50]
Primavera,Laborable,Gir indegut o sense precaucio,Nit,Colision lateral,Motocicleta,Dona,[34;50]
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Manca d'atencio a la conduccio,Nit,Abast,Motocicleta,Dona,[18;33]
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Dona,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Primavera,No laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Verano,Laborable,No respectar distancies,Tarda,Abast,Turisme,Home,[34;50]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Dona,[34;50]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[51;70]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Bicicleta,Dona,[18;33]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Otono,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Verano,No laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Furgoneta,Home,[51;70]
Primavera,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Manca d'atencio a la conduccio,Nit,Abast,Motocicleta,Home,[34;50]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Bicicleta,Home,[18;33]
Invierno,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Invierno,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Turisme,Home,mas 70
Invierno,Laborable,No respectar distancies,Mati,Abast multiple,Motocicleta,Home,[34;50]
Primavera,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Dona,[51;70]
Primavera,Laborable,No determinada,Tarda,Colision fronto-lateral,Bicicleta,Dona,[34;50]
Invierno,No laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Otono,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70]
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Xoc contra element estatic,Furgoneta,Home,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,No determinada,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Home,[51;70]
Primavera,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Otono,No laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Otono,No laborable,No determinada,Tarda,Abast,Motocicleta,Home,[34;50]
Invierno,Laborable,Desobeir samoforo,Tarda,Colision frontal,Bicicleta,Home,[34;50]
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Verano,No laborable,Canvi de carril sense precaucio,Tarda,Xoc contra element estatic,Motocicleta,Home,[18;33]
Invierno,Laborable,No determinada,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Otono,No laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33]
Primavera,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[51;70]
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Otono,Laborable,Desobeir samoforo,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Otono,No laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Bicicleta,Dona,[18;33]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Primavera,No laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[34;50]
Invierno,No laborable,No determinada,Mati,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[34;50]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[18;33]
Otono,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Altres,Tarda,Colision frontal,Bicicleta,Dona,[18;33]
Primavera,No laborable,Manca d'atencio a la conduccio,Mati,Xoc contra element estatic,Turisme,Home,[51;70]
Invierno,No laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50]
Verano,Laborable,Gir indegut o sense precaucio,Nit,Colision lateral,Motocicleta,Dona,[34;50]
Primavera,Laborable,No determinada,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Otono,Laborable,Altres,Tarda,Colision lateral,Motocicleta,Dona,[51;70]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[51;70]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Motocicleta,Home,[34;50]
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Otono,Laborable,Altres,Tarda,Colision fronto-lateral,Bicicleta,Dona,[34;50]
Invierno,Laborable,No determinada,Tarda,Abast,Furgoneta,Home,[34;50]
Primavera,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,No cedir la dreta,Tarda,Colision fronto-lateral,Turisme,Dona,[34;50]
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Abast,Turisme,Dona,[18;33]
Otono,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,Laborable,Canvi de carril sense precaucio,Nit,Colision lateral,Bicicleta,Dona,[18;33]
Invierno,Laborable,No determinada,Mati,Abast,Motocicleta,Home,[51;70]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Turisme,Dona,[34;50]
Invierno,Laborable,Canvi de carril sense precaucio,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Primavera,Laborable,No determinada,Mati,Colision fronto-lateral,Altres vehicles amb o sense motor,Home,[34;50]
Verano,Laborable,Altres,Tarda,Altres,Camion,Home,[51;70]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Turisme,Dona,[34;50]
Verano,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Otono,Laborable,No respectar distancies,Mati,Abast multiple,Turisme,Home,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Dona,[18;33]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Turisme,Home,[34;50]
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision frontal,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Primavera,Laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Dona,[34;50]
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[18;33]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Atropellament,Turisme,Home,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision frontal,Bicicleta,Dona,[18;33]
Otono,Laborable,No determinada,Mati,Abast,Turisme,Home,[34;50]
